ride_id,user_id,start_station,start_ts,weekday,is_weekend,is_holiday,month,planned_duration_min,weather,temp_bucket,wind_bucket,event_nearby,station_congestion_base,network_congestion_index,user_tardiness_propensity,late_return
R09708,U1878,S2,2024-04-07 19:03:00,6,1,0,4,26,sun,cold,calm,0,0.238,1.0,0.035,1
R09709,U2540,S3,2024-01-22 18:58:00,0,0,0,1,56,wind,cold,calm,0,0.178,1.0,0.019,0
R09710,U2654,S2,2024-06-19 08:21:00,2,0,0,6,30,sun,warm,breezy,0,0.238,1.0,0.033,0
R09711,U2394,S1,2024-03-08 18:08:00,4,0,0,3,32,sun,mild,breezy,0,0.818,1.0,0.177,1
R09712,U2456,S5,2024-04-06 10:05:00,5,1,0,4,11,rain,mild,calm,0,0.0,0.955,0.129,0
R09713,U2346,S2,2024-06-10 10:17:00,0,0,0,6,14,sun,warm,breezy,0,0.238,0.979,0.127,0
R09714,U1346,S1,2024-04-23 19:20:00,1,0,0,4,44,sun,mild,calm,0,0.818,1.0,0.189,1
R09715,U1337,S4,2024-05-12 09:38:00,6,1,0,5,29,clouds,mild,windy,0,0.106,0.978,0.121,0
R09716,U1713,S1,2024-02-03 08:06:00,5,1,0,2,15,sun,cold,calm,0,0.818,0.954,0.043,0
R09717,U2623,S1,2024-03-23 07:30:00,5,1,0,3,37,rain,mild,calm,0,0.818,1.0,0.249,1
R09718,U2506,S3,2024-04-07 09:06:00,6,1,0,4,43,rain,mild,calm,0,0.178,0.985,0.05,0
R09719,U1175,S1,2024-02-01 07:37:00,3,0,0,2,17,sun,cold,calm,0,0.818,1.0,0.016,1
R09720,U2394,S1,2024-03-10 14:38:00,6,1,0,3,46,sun,cold,calm,0,0.818,0.972,0.177,0
R09721,U1430,S2,2024-05-29 18:41:00,2,0,0,5,34,sun,cold,calm,0,0.238,1.0,0.006,0
R09722,U1690,S3,2024-06-16 10:26:00,6,1,0,6,20,clouds,mild,calm,0,0.178,1.0,0.133,0
R09723,U2563,S2,2024-05-28 11:25:00,1,0,0,5,22,clouds,cold,calm,0,0.238,0.985,0.036,0
R09724,U1516,S1,2024-06-17 21:16:00,0,0,0,6,44,sun,mild,calm,0,0.818,1.0,0.075,0
R09725,U2252,S5,2024-06-28 18:55:00,4,0,0,6,30,sun,mild,calm,0,0.0,1.0,0.02,0
R09726,U1651,S4,2024-02-05 17:57:00,0,0,0,2,28,rain,cold,calm,0,0.106,1.0,0.189,1
R09727,U1963,S2,2024-06-02 12:06:00,6,1,0,6,18,sun,warm,breezy,0,0.238,1.0,0.045,1
R09728,U1121,S5,2024-04-21 10:58:00,6,1,0,4,36,sun,mild,calm,0,0.0,1.0,0.077,1
R09729,U2543,S1,2024-06-03 07:33:00,0,0,0,6,17,sun,warm,calm,0,0.818,0.977,0.026,0
R09730,U1657,S1,2024-04-24 18:36:00,2,0,0,4,71,clouds,mild,calm,0,0.818,1.0,0.047,1
R09731,U2483,S3,2024-01-23 20:40:00,1,0,0,1,73,clouds,cold,windy,0,0.178,1.0,0.069,0
R09732,U1277,S1,2024-04-11 12:12:00,3,0,0,4,48,wind,mild,breezy,0,0.818,0.995,0.083,1
R09733,U2179,S1,2024-05-16 13:56:00,3,0,0,5,31,clouds,cold,calm,0,0.818,1.0,0.174,0
R09734,U2660,S2,2024-01-23 13:55:00,1,0,0,1,23,clouds,cold,breezy,0,0.238,1.0,0.168,0
R09735,U1186,S1,2024-03-31 09:24:00,6,1,0,3,20,sun,mild,breezy,0,0.818,0.991,0.048,0
R09736,U2403,S1,2024-04-27 08:21:00,5,1,0,4,27,clouds,warm,calm,0,0.818,1.0,0.012,0
R09737,U2997,S1,2024-03-24 23:53:00,6,1,0,3,18,sun,mild,breezy,0,0.818,1.0,0.11,0
R09738,U1209,S1,2024-05-23 10:29:00,3,0,0,5,58,sun,mild,calm,0,0.818,0.948,0.169,1
R09739,U1963,S2,2024-01-23 12:16:00,1,0,0,1,34,clouds,cold,windy,0,0.238,1.0,0.045,0
R09740,U2313,S2,2024-03-03 18:44:00,6,1,0,3,29,sun,warm,breezy,0,0.238,1.0,0.016,0
R09741,U1969,S1,2024-06-20 11:00:00,3,0,0,6,27,sun,mild,calm,0,0.818,1.0,0.064,0
R09742,U2507,S2,2024-04-02 23:44:00,1,0,0,4,24,sun,mild,breezy,0,0.238,1.0,0.165,0
R09743,U1057,S1,2024-02-02 06:39:00,4,0,0,2,35,sun,cold,breezy,0,0.818,1.0,0.007,0
R09744,U1184,S1,2024-01-21 18:27:00,6,1,0,1,52,rain,mild,breezy,0,0.818,1.0,0.206,1
R09745,U1488,S3,2024-04-16 09:33:00,1,0,0,4,27,sun,warm,breezy,0,0.178,1.0,0.052,1
R09746,U1350,S2,2024-06-16 08:32:00,6,1,0,6,25,clouds,warm,calm,0,0.238,0.999,0.107,0
R09747,U1829,S1,2024-01-09 16:14:00,1,0,0,1,22,rain,cold,calm,0,0.818,1.0,0.126,1
R09748,U1348,S1,2024-01-20 17:58:00,5,1,0,1,24,rain,mild,calm,0,0.818,1.0,0.01,1
R09749,U2442,S5,2024-03-08 11:30:00,4,0,0,3,26,sun,mild,breezy,0,0.0,0.933,0.138,0
R09750,U1443,S1,2024-02-07 10:29:00,2,0,0,2,10,rain,mild,breezy,0,0.818,0.929,0.014,0
R09751,U1589,S1,2024-01-22 13:36:00,0,0,0,1,32,rain,cold,calm,0,0.818,1.0,0.004,0
R09752,U1346,S1,2024-02-23 09:42:00,4,0,0,2,17,sun,cold,windy,0,0.818,0.979,0.189,0
R09753,U2868,S5,2024-04-25 17:28:00,3,0,0,4,33,rain,mild,breezy,0,0.0,1.0,0.192,0
R09754,U2142,S2,2024-05-28 22:12:00,1,0,0,5,14,sun,cold,calm,0,0.238,1.0,0.132,1
R09755,U2907,S1,2024-02-25 20:24:00,6,1,0,2,37,clouds,cold,breezy,0,0.818,1.0,0.004,1
R09756,U2514,S3,2024-05-06 13:37:00,0,0,0,5,38,sun,warm,calm,0,0.178,0.996,0.082,0
R09757,U2766,S3,2024-05-28 18:14:00,1,0,0,5,18,clouds,mild,calm,0,0.178,1.0,0.085,0
R09758,U2247,S1,2024-01-02 19:10:00,1,0,0,1,39,snow,cold,windy,0,0.818,1.0,0.111,0
R09759,U1925,S1,2024-06-02 07:08:00,6,1,0,6,14,sun,warm,calm,0,0.818,1.0,0.243,1
R09760,U2629,S1,2024-02-03 11:21:00,5,1,0,2,43,clouds,cold,breezy,0,0.818,0.989,0.056,0
R09761,U1748,S2,2024-05-03 16:46:00,4,0,0,5,23,sun,warm,calm,0,0.238,1.0,0.077,0
R09762,U2234,S5,2024-05-15 18:26:00,2,0,0,5,34,rain,mild,calm,0,0.0,1.0,0.048,0
R09763,U2600,S2,2024-06-01 13:18:00,5,1,0,6,28,rain,mild,windy,0,0.238,0.968,0.087,1
R09764,U1873,S3,2024-03-13 17:40:00,2,0,0,3,28,rain,warm,calm,0,0.178,0.986,0.004,0
R09765,U2167,S3,2024-04-28 18:47:00,6,1,0,4,38,wind,mild,calm,0,0.178,1.0,0.098,1
R09766,U1965,S4,2024-01-05 21:04:00,4,0,0,1,23,sun,cold,windy,0,0.106,1.0,0.079,1
R09767,U1302,S4,2024-03-21 21:56:00,3,0,0,3,33,sun,mild,calm,0,0.106,1.0,0.02,0
R09768,U2576,S1,2024-06-22 07:06:00,5,1,0,6,27,sun,mild,calm,0,0.818,0.957,0.155,1
R09769,U1238,S1,2024-01-29 13:43:00,0,0,0,1,48,sun,cold,calm,0,0.818,1.0,0.046,1
R09770,U1406,S1,2024-01-28 17:03:00,6,1,0,1,20,rain,cold,windy,0,0.818,0.997,0.107,0
R09771,U2134,S1,2024-05-06 18:18:00,0,0,0,5,42,sun,mild,calm,0,0.818,1.0,0.154,0
R09772,U2945,S1,2024-04-01 08:22:00,0,0,1,4,24,rain,warm,calm,0,0.818,0.957,0.021,1
R09773,U1506,S1,2024-03-22 18:11:00,4,0,0,3,30,sun,mild,calm,0,0.818,1.0,0.017,1
R09774,U2963,S5,2024-02-14 21:12:00,2,0,0,2,22,rain,cold,calm,0,0.0,1.0,0.245,1
R09775,U1087,S3,2024-01-31 11:21:00,2,0,0,1,15,wind,cold,windy,0,0.178,0.948,0.081,0
R09776,U2755,S1,2024-05-12 12:46:00,6,1,0,5,24,wind,warm,calm,0,0.818,1.0,0.079,0
R09777,U1181,S1,2024-03-05 12:29:00,1,0,0,3,21,sun,cold,calm,0,0.818,1.0,0.02,1
R09778,U1632,S1,2024-05-19 13:49:00,6,1,0,5,33,rain,mild,windy,0,0.818,1.0,0.209,1
R09779,U1757,S3,2024-03-20 19:48:00,2,0,0,3,21,sun,mild,calm,0,0.178,1.0,0.062,0
R09780,U1813,S3,2024-03-12 09:14:00,1,0,0,3,17,clouds,warm,breezy,0,0.178,0.97,0.213,0
R09781,U2134,S1,2024-02-11 19:26:00,6,1,0,2,57,wind,cold,windy,1,0.818,1.0,0.154,0
R09782,U2102,S2,2024-04-28 08:36:00,6,1,0,4,29,sun,cold,calm,0,0.238,1.0,0.026,1
R09783,U2861,S1,2024-02-21 17:16:00,2,0,0,2,35,sun,mild,breezy,0,0.818,1.0,0.03,1
R09784,U2957,S1,2024-06-12 09:29:00,2,0,0,6,50,sun,warm,breezy,0,0.818,1.0,0.043,1
R09785,U2946,S3,2024-03-14 18:17:00,3,0,0,3,19,rain,warm,calm,0,0.178,1.0,0.085,1
R09786,U1625,S3,2024-05-26 12:12:00,6,1,0,5,18,sun,mild,calm,0,0.178,0.963,0.091,1
R09787,U1098,S1,2024-03-25 17:04:00,0,0,0,3,59,clouds,warm,breezy,0,0.818,1.0,0.101,0
R09788,U1799,S3,2024-03-15 07:38:00,4,0,0,3,24,rain,warm,breezy,0,0.178,1.0,0.175,0
R09789,U2412,S2,2024-03-22 18:28:00,4,0,0,3,36,sun,mild,breezy,0,0.238,1.0,0.061,0
R09790,U2038,S2,2024-03-20 09:44:00,2,0,0,3,27,rain,mild,calm,0,0.238,1.0,0.18,1
R09791,U2167,S3,2024-03-27 10:04:00,2,0,0,3,32,sun,cold,calm,0,0.178,1.0,0.098,0
R09792,U1439,S2,2024-06-08 19:50:00,5,1,0,6,30,rain,mild,calm,0,0.238,1.0,0.397,0
R09793,U2014,S1,2024-05-06 08:57:00,0,0,0,5,37,sun,mild,calm,0,0.818,1.0,0.098,0
R09794,U2440,S1,2024-01-07 21:18:00,6,1,0,1,17,rain,cold,calm,0,0.818,1.0,0.011,1
R09795,U1411,S2,2024-01-11 19:58:00,3,0,0,1,36,wind,mild,calm,0,0.238,1.0,0.075,1
R09796,U1823,S4,2024-01-05 08:09:00,4,0,0,1,21,sun,mild,breezy,0,0.106,1.0,0.079,0
R09797,U2281,S1,2024-05-04 19:31:00,5,1,0,5,39,sun,warm,calm,0,0.818,1.0,0.043,1
R09798,U1115,S2,2024-02-07 09:55:00,2,0,0,2,13,rain,cold,breezy,0,0.238,1.0,0.087,0
R09799,U2147,S4,2024-03-10 18:25:00,6,1,0,3,26,clouds,mild,calm,0,0.106,1.0,0.291,0
R09800,U2498,S4,2024-05-28 10:55:00,1,0,0,5,37,rain,mild,breezy,0,0.106,1.0,0.22,0
R09801,U1432,S1,2024-01-24 19:12:00,2,0,0,1,21,rain,cold,breezy,0,0.818,1.0,0.286,1
R09802,U1797,S2,2024-01-28 18:17:00,6,1,0,1,45,clouds,cold,calm,0,0.238,1.0,0.036,0
R09803,U1395,S3,2024-01-15 07:38:00,0,0,0,1,20,rain,mild,calm,0,0.178,0.945,0.052,0
R09804,U2936,S4,2024-02-21 20:03:00,2,0,0,2,20,wind,cold,breezy,0,0.106,1.0,0.008,1
R09805,U2135,S3,2024-01-17 08:14:00,2,0,0,1,40,sun,cold,calm,0,0.178,1.0,0.057,0
R09806,U1905,S2,2024-04-23 18:42:00,1,0,0,4,26,sun,cold,breezy,0,0.238,1.0,0.262,0
R09807,U1733,S1,2024-05-12 07:07:00,6,1,0,5,46,sun,cold,calm,0,0.818,1.0,0.223,1
R09808,U2585,S2,2024-02-03 08:21:00,5,1,0,2,29,rain,cold,calm,0,0.238,1.0,0.084,0
R09809,U1475,S4,2024-04-04 08:33:00,3,0,0,4,19,sun,cold,calm,0,0.106,0.986,0.037,0
R09810,U1344,S4,2024-02-24 19:45:00,5,1,0,2,49,sun,cold,calm,1,0.106,1.0,0.057,0
R09811,U2597,S2,2024-01-15 22:31:00,0,0,0,1,34,rain,cold,calm,1,0.238,1.0,0.228,0
R09812,U2136,S4,2024-03-25 22:04:00,0,0,0,3,26,sun,warm,calm,0,0.106,1.0,0.202,0
R09813,U2995,S5,2024-05-05 18:35:00,6,1,0,5,24,sun,cold,calm,1,0.0,1.0,0.127,0
R09814,U2620,S1,2024-02-11 18:27:00,6,1,0,2,27,clouds,cold,windy,0,0.818,1.0,0.127,1
R09815,U1853,S2,2024-05-21 18:23:00,1,0,0,5,30,clouds,cold,calm,0,0.238,1.0,0.061,0
R09816,U1383,S1,2024-06-27 19:19:00,3,0,0,6,22,rain,mild,calm,0,0.818,1.0,0.303,1
R09817,U1020,S2,2024-01-11 08:49:00,3,0,0,1,44,rain,warm,calm,0,0.238,0.982,0.107,0
R09818,U1476,S1,2024-01-30 18:38:00,1,0,0,1,44,sun,cold,calm,0,0.818,1.0,0.03,0
R09819,U1492,S4,2024-02-22 07:02:00,3,0,0,2,30,clouds,cold,breezy,0,0.106,1.0,0.105,1
R09820,U1123,S3,2024-06-01 19:42:00,5,1,0,6,25,clouds,warm,calm,0,0.178,1.0,0.091,0
R09821,U2541,S1,2024-01-26 10:17:00,4,0,0,1,28,sun,mild,breezy,0,0.818,1.0,0.081,1
R09822,U2354,S1,2024-03-25 07:56:00,0,0,0,3,22,clouds,cold,calm,0,0.818,1.0,0.198,1
R09823,U2601,S2,2024-04-06 19:27:00,5,1,0,4,30,sun,cold,calm,0,0.238,1.0,0.047,0
R09824,U1437,S3,2024-01-24 08:20:00,2,0,0,1,34,sun,cold,calm,0,0.178,0.979,0.037,0
R09825,U1590,S1,2024-01-08 23:07:00,0,0,0,1,36,wind,mild,calm,0,0.818,1.0,0.003,0
R09826,U1190,S1,2024-01-22 22:07:00,0,0,0,1,28,rain,cold,calm,0,0.818,1.0,0.155,1
R09827,U1308,S3,2024-01-11 17:44:00,3,0,0,1,23,clouds,mild,windy,0,0.178,1.0,0.276,0
R09828,U1290,S2,2024-03-31 18:57:00,6,1,0,3,17,sun,mild,windy,0,0.238,1.0,0.269,0
R09829,U1274,S2,2024-06-17 07:23:00,0,0,0,6,13,sun,mild,calm,0,0.238,1.0,0.092,1
R09830,U1976,S2,2024-03-04 11:34:00,0,0,0,3,47,sun,mild,calm,0,0.238,0.96,0.061,0
R09831,U1617,S1,2024-02-16 19:57:00,4,0,0,2,42,sun,cold,windy,0,0.818,1.0,0.088,0
R09832,U2584,S4,2024-02-12 08:56:00,0,0,0,2,28,rain,mild,breezy,0,0.106,1.0,0.066,1
R09833,U2636,S3,2024-06-25 08:41:00,1,0,0,6,27,sun,warm,calm,0,0.178,0.993,0.043,0
R09834,U2700,S5,2024-06-21 12:49:00,4,0,0,6,15,sun,warm,breezy,0,0.0,0.995,0.053,1
R09835,U1115,S1,2024-04-26 16:31:00,4,0,0,4,61,clouds,mild,breezy,0,0.818,0.961,0.087,0
R09836,U1172,S3,2024-03-24 16:29:00,6,1,0,3,36,clouds,mild,calm,0,0.178,1.0,0.153,0
R09837,U2726,S1,2024-01-29 08:26:00,0,0,0,1,27,clouds,cold,breezy,0,0.818,1.0,0.135,0
R09838,U1218,S2,2024-06-16 08:05:00,6,1,0,6,48,sun,cold,calm,0,0.238,1.0,0.07,0
R09839,U2560,S4,2024-01-01 18:36:00,0,0,1,1,13,rain,cold,calm,0,0.106,1.0,0.134,0
R09840,U1236,S2,2024-01-30 09:17:00,1,0,0,1,23,clouds,cold,calm,0,0.238,1.0,0.004,1
R09841,U2617,S1,2024-05-02 07:43:00,3,0,0,5,26,sun,mild,calm,0,0.818,0.942,0.039,0
R09842,U1126,S4,2024-02-03 07:41:00,5,1,0,2,22,rain,mild,breezy,0,0.106,0.998,0.234,0
R09843,U2914,S4,2024-01-20 18:19:00,5,1,0,1,69,sun,cold,breezy,0,0.106,1.0,0.191,1
R09844,U2111,S1,2024-04-17 08:44:00,2,0,0,4,20,rain,mild,calm,0,0.818,1.0,0.1,0
R09845,U1997,S1,2024-01-05 12:10:00,4,0,0,1,28,clouds,cold,calm,0,0.818,1.0,0.034,1
R09846,U1300,S1,2024-02-18 17:15:00,6,1,0,2,63,sun,cold,breezy,0,0.818,1.0,0.021,1
R09847,U1069,S1,2024-04-25 10:40:00,3,0,0,4,50,wind,mild,windy,0,0.818,0.964,0.026,0
R09848,U1951,S1,2024-02-03 22:38:00,5,1,0,2,22,wind,cold,windy,0,0.818,1.0,0.089,0
R09849,U1071,S2,2024-05-16 19:52:00,3,0,0,5,20,sun,mild,calm,0,0.238,1.0,0.199,1
R09850,U2651,S1,2024-01-18 16:06:00,3,0,0,1,17,sun,cold,calm,0,0.818,0.984,0.044,0
R09851,U1864,S1,2024-04-20 11:42:00,5,1,0,4,53,sun,mild,breezy,0,0.818,0.989,0.035,1
R09852,U1499,S5,2024-01-14 09:12:00,6,1,0,1,26,sun,cold,breezy,0,0.0,1.0,0.028,0
R09853,U2202,S1,2024-05-11 18:20:00,5,1,0,5,16,sun,mild,calm,0,0.818,1.0,0.001,0
R09854,U1047,S1,2024-05-15 08:07:00,2,0,0,5,19,sun,cold,calm,0,0.818,0.97,0.063,0
R09855,U2838,S5,2024-05-23 17:18:00,3,0,0,5,15,sun,warm,calm,0,0.0,1.0,0.269,0
R09856,U2503,S2,2024-02-20 09:12:00,1,0,0,2,16,snow,cold,calm,0,0.238,1.0,0.053,0
R09857,U2844,S1,2024-02-12 19:31:00,0,0,0,2,37,clouds,cold,breezy,0,0.818,1.0,0.037,0
R09858,U1451,S1,2024-06-25 12:09:00,1,0,0,6,21,clouds,warm,breezy,0,0.818,0.965,0.032,1
R09859,U2298,S3,2024-05-11 18:34:00,5,1,0,5,14,sun,warm,calm,0,0.178,1.0,0.056,0
R09860,U2155,S2,2024-02-02 08:43:00,4,0,0,2,31,sun,mild,calm,0,0.238,1.0,0.03,0
R09861,U2579,S1,2024-01-06 07:23:00,5,1,0,1,22,clouds,cold,calm,0,0.818,0.991,0.183,0
R09862,U1558,S5,2024-03-04 11:54:00,0,0,0,3,27,clouds,warm,calm,0,0.0,1.0,0.305,0
R09863,U1684,S1,2024-04-29 13:07:00,0,0,0,4,23,sun,mild,breezy,0,0.818,1.0,0.12,0
R09864,U1636,S1,2024-03-08 22:57:00,4,0,0,3,25,sun,mild,calm,0,0.818,1.0,0.128,1
R09865,U2748,S3,2024-05-25 12:35:00,5,1,0,5,32,clouds,warm,windy,0,0.178,0.961,0.109,1
R09866,U2356,S1,2024-03-31 08:23:00,6,1,0,3,40,clouds,warm,calm,0,0.818,1.0,0.104,1
R09867,U1072,S1,2024-06-27 19:01:00,3,0,0,6,47,sun,warm,calm,0,0.818,1.0,0.096,0
R09868,U2790,S1,2024-06-05 11:51:00,2,0,0,6,23,clouds,warm,breezy,0,0.818,1.0,0.099,1
R09869,U1000,S1,2024-03-25 20:56:00,0,0,0,3,26,sun,cold,windy,0,0.818,1.0,0.012,0
R09870,U1273,S2,2024-05-30 07:05:00,3,0,0,5,28,clouds,warm,calm,0,0.238,0.967,0.158,1
R09871,U1420,S1,2024-03-21 17:15:00,3,0,0,3,39,sun,cold,breezy,0,0.818,1.0,0.034,1
R09872,U1907,S1,2024-01-02 20:34:00,1,0,0,1,31,clouds,mild,windy,0,0.818,1.0,0.008,0
R09873,U1209,S3,2024-02-25 07:20:00,6,1,0,2,21,sun,mild,calm,0,0.178,1.0,0.169,0
R09874,U1421,S2,2024-03-14 12:36:00,3,0,0,3,27,rain,warm,calm,0,0.238,1.0,0.307,0
R09875,U1301,S1,2024-06-24 13:35:00,0,0,0,6,45,sun,warm,breezy,0,0.818,1.0,0.049,1
R09876,U1377,S3,2024-05-29 16:24:00,2,0,0,5,24,rain,warm,calm,0,0.178,0.953,0.013,1
R09877,U1938,S5,2024-01-27 12:43:00,5,1,0,1,27,sun,cold,windy,0,0.0,0.968,0.045,0
R09878,U1908,S1,2024-01-01 16:01:00,0,0,1,1,29,rain,cold,breezy,0,0.818,1.0,0.069,0
R09879,U2353,S3,2024-04-05 18:37:00,4,0,0,4,15,sun,cold,windy,0,0.178,1.0,0.26,0
R09880,U2289,S4,2024-04-06 20:19:00,5,1,0,4,31,rain,warm,calm,0,0.106,1.0,0.095,0
R09881,U2586,S1,2024-05-12 16:13:00,6,1,0,5,28,sun,mild,breezy,0,0.818,0.972,0.008,1
R09882,U1952,S1,2024-02-16 18:00:00,4,0,0,2,49,clouds,mild,windy,0,0.818,1.0,0.05,1
R09883,U2032,S3,2024-05-26 12:01:00,6,1,0,5,33,clouds,mild,calm,0,0.178,0.953,0.016,0
R09884,U1028,S1,2024-03-15 11:48:00,4,0,0,3,15,sun,mild,calm,0,0.818,1.0,0.075,0
R09885,U1938,S1,2024-03-01 06:50:00,4,0,0,3,51,sun,warm,calm,0,0.818,1.0,0.045,0
R09886,U2143,S1,2024-03-16 09:59:00,5,1,0,3,33,sun,mild,calm,0,0.818,0.952,0.257,0
R09887,U1452,S2,2024-06-19 08:52:00,2,0,0,6,12,clouds,warm,calm,0,0.238,1.0,0.043,0
R09888,U2734,S2,2024-03-11 10:12:00,0,0,0,3,26,clouds,warm,calm,0,0.238,1.0,0.023,1
R09889,U1529,S1,2024-04-10 17:12:00,2,0,0,4,20,sun,mild,calm,0,0.818,1.0,0.032,0
R09890,U2506,S3,2024-06-09 07:46:00,6,1,0,6,17,sun,warm,windy,0,0.178,1.0,0.05,0
R09891,U2976,S1,2024-01-04 16:28:00,3,0,0,1,37,sun,mild,breezy,0,0.818,1.0,0.089,0
R09892,U2573,S4,2024-04-06 08:53:00,5,1,0,4,18,rain,mild,breezy,0,0.106,1.0,0.218,0
R09893,U1698,S1,2024-05-07 08:02:00,1,0,0,5,21,clouds,cold,calm,1,0.818,1.0,0.157,0
R09894,U2336,S1,2024-06-11 12:17:00,1,0,0,6,38,rain,mild,windy,0,0.818,1.0,0.038,1
R09895,U2699,S2,2024-01-12 14:12:00,4,0,0,1,25,sun,cold,breezy,0,0.238,0.999,0.208,0
R09896,U1250,S3,2024-05-10 07:38:00,4,0,0,5,20,sun,mild,calm,0,0.178,1.0,0.103,0
R09897,U1225,S1,2024-05-24 08:44:00,4,0,0,5,21,sun,mild,calm,0,0.818,1.0,0.054,0
R09898,U2058,S1,2024-03-04 17:14:00,0,0,0,3,30,sun,mild,windy,0,0.818,1.0,0.238,0
R09899,U2617,S2,2024-05-14 13:49:00,1,0,0,5,34,sun,cold,calm,0,0.238,0.991,0.039,1
R09900,U1489,S3,2024-03-29 13:03:00,4,0,0,3,22,sun,mild,breezy,0,0.178,0.973,0.019,1
R09901,U1085,S2,2024-04-28 11:00:00,6,1,0,4,24,sun,cold,windy,0,0.238,1.0,0.079,0
R09902,U1421,S3,2024-03-11 13:34:00,0,0,0,3,31,sun,warm,calm,0,0.178,1.0,0.307,0
R09903,U1388,S1,2024-02-01 07:57:00,3,0,0,2,32,sun,cold,calm,0,0.818,1.0,0.03,0
R09904,U2738,S1,2024-05-29 09:17:00,2,0,0,5,13,sun,warm,calm,0,0.818,0.942,0.037,0
R09905,U2482,S3,2024-02-08 19:35:00,3,0,0,2,37,sun,cold,windy,0,0.178,1.0,0.311,0
R09906,U2291,S1,2024-02-03 18:51:00,5,1,0,2,36,clouds,mild,calm,0,0.818,1.0,0.063,1
R09907,U2708,S1,2024-06-08 22:06:00,5,1,0,6,14,sun,warm,calm,1,0.818,1.0,0.039,0
R09908,U2658,S1,2024-06-17 18:57:00,0,0,0,6,28,sun,cold,calm,0,0.818,1.0,0.008,0
R09909,U1460,S1,2024-04-19 08:37:00,4,0,0,4,37,wind,warm,calm,0,0.818,0.993,0.023,1
R09910,U1435,S3,2024-04-14 09:10:00,6,1,0,4,17,clouds,warm,calm,0,0.178,0.932,0.031,0
R09911,U2662,S1,2024-03-05 19:30:00,1,0,0,3,38,rain,mild,breezy,0,0.818,1.0,0.224,0
R09912,U2289,S2,2024-04-20 13:09:00,5,1,0,4,32,clouds,mild,breezy,1,0.238,0.968,0.095,0
R09913,U2524,S3,2024-04-19 12:01:00,4,0,0,4,22,sun,mild,breezy,0,0.178,0.948,0.172,0
R09914,U1453,S1,2024-04-03 19:12:00,2,0,0,4,36,clouds,mild,breezy,0,0.818,1.0,0.103,1
R09915,U1732,S5,2024-04-27 17:51:00,5,1,0,4,34,sun,mild,calm,1,0.0,0.99,0.049,1
R09916,U2663,S1,2024-04-09 08:27:00,1,0,0,4,13,rain,warm,breezy,0,0.818,1.0,0.015,1
R09917,U1862,S1,2024-06-07 07:20:00,4,0,0,6,21,clouds,warm,calm,0,0.818,0.994,0.12,1
R09918,U2199,S1,2024-04-30 10:19:00,1,0,0,4,28,clouds,mild,calm,0,0.818,1.0,0.149,0
R09919,U1390,S5,2024-03-10 09:55:00,6,1,0,3,41,sun,mild,breezy,0,0.0,1.0,0.142,0
R09920,U1337,S3,2024-04-27 09:38:00,5,1,0,4,37,sun,warm,calm,0,0.178,0.981,0.121,1
R09921,U1082,S1,2024-02-11 18:58:00,6,1,0,2,36,clouds,mild,breezy,0,0.818,1.0,0.132,0
R09922,U2233,S2,2024-02-08 12:27:00,3,0,0,2,45,sun,mild,calm,0,0.238,1.0,0.105,0
R09923,U1155,S2,2024-05-28 11:44:00,1,0,0,5,35,sun,cold,calm,0,0.238,1.0,0.205,0
R09924,U2344,S3,2024-04-14 09:01:00,6,1,0,4,20,sun,warm,breezy,0,0.178,0.99,0.013,0
R09925,U2518,S1,2024-01-10 22:40:00,2,0,0,1,14,clouds,mild,calm,0,0.818,1.0,0.05,1
R09926,U2485,S3,2024-03-04 08:44:00,0,0,0,3,15,clouds,cold,calm,0,0.178,1.0,0.053,0
R09927,U1054,S1,2024-06-26 08:52:00,2,0,0,6,21,rain,warm,calm,0,0.818,0.99,0.063,0
R09928,U2052,S2,2024-04-24 17:21:00,2,0,0,4,38,sun,cold,calm,0,0.238,0.991,0.081,0
R09929,U1258,S1,2024-06-05 08:33:00,2,0,0,6,27,sun,mild,calm,0,0.818,0.989,0.176,0
R09930,U2683,S5,2024-04-08 06:39:00,0,0,0,4,43,sun,mild,calm,0,0.0,1.0,0.018,0
R09931,U2727,S1,2024-01-08 06:44:00,0,0,0,1,20,sun,cold,calm,1,0.818,1.0,0.16,1
R09932,U2018,S1,2024-02-02 23:50:00,4,0,0,2,24,wind,cold,calm,0,0.818,1.0,0.042,0
R09933,U2410,S2,2024-01-17 17:20:00,2,0,0,1,45,rain,mild,calm,0,0.238,1.0,0.079,0
R09934,U1092,S4,2024-05-12 18:06:00,6,1,0,5,30,clouds,warm,calm,1,0.106,1.0,0.02,1
R09935,U1079,S2,2024-05-16 18:57:00,3,0,0,5,34,sun,cold,breezy,0,0.238,1.0,0.137,1
R09936,U2699,S4,2024-03-23 19:35:00,5,1,0,3,28,sun,mild,calm,0,0.106,1.0,0.208,1
R09937,U2021,S1,2024-05-10 09:09:00,4,0,0,5,28,clouds,cold,calm,0,0.818,0.936,0.102,0
R09938,U2974,S1,2024-04-09 13:55:00,1,0,0,4,11,rain,mild,calm,0,0.818,0.969,0.022,1
R09939,U2019,S2,2024-05-13 13:59:00,0,0,0,5,20,rain,cold,breezy,0,0.238,0.947,0.203,1
R09940,U1764,S5,2024-05-01 12:08:00,2,0,1,5,39,sun,mild,calm,0,0.0,0.995,0.038,1
